subscriber_id,age,gender,subscription_tenure_months,region,payment_method,support_tickets_raised,satisfaction_score,promo_discount_pct,days_since_last_activity,monthly_spend_eur,churn,live_sports_subscriber,sports_events_watched_month,favourite_live_sport,live_event_spike_signup,stream_quality_preference,bets_placed_total,avg_bet_amount_eur,avg_betting_odds,betting_win_rate,total_stake_eur,total_gain_eur,total_ggr,favourite_sport,preferred_bet_type,betting_enabled,responsible_gambling_flag,betting_profile,game_genre_preference,gaming_playtime_hours_weekly,in_app_purchases_gaming,gaming_sessions_per_week,avg_gaming_session_mins,gaming_engagement_level,ott_gaming_app_used,acquisition_channel,acquisition_campaign_type,ad_spend_eur,ctr,conversion_rate,time_on_site_mins,loyalty_points,roas,used_free_trial,promo_discount_applied,avg_session_duration_mins,titles_watched_per_month,series_completion_rate,content_genre_preference,peak_viewing_hour,primary_device,num_devices_registered,download_feature_used,live_to_vod_ratio,subscription_plan,payment_failures,plan_change_history,data_source
SUB-08296,30.0,Male,39.08,LATAM,Credit Card,2.02,5.98,8.54,76.94,49.61,1,Yes,18.95,F1,No,4K,19.31,38.29,3.85,0.37,623.0,727.89,0.0,Football,single,Yes,No,Regular,Strategy,6.31,0.0,4.24,134.12,Medium,Yes,SEO ,Consideration,8936.25,0.29,0.18,4.84,189.8,8.74,No,Yes,19.88,63.28,0.88,Documentary,Evening,Mobile,6.03,No,0.48,Premium,1.96,No Change,OTT_PLATFORM
SUB-08297,66.0,Male,42.0,EMEA,Debit Card,0.0,9.0,10.17,250.0,61.56,0,Yes,10.0,Football,Yes,SD,15.0,76.08,3.42,0.47,1141.2,1288.21,-147.01,Football,single,Yes,No,Regular,Sports,23.19380542977818,0.0,6.0,111.0,High,Yes,PPC,Conversion,5006.750285,0.2036934952,0.09354675608,9.804573234,1796.0,206.67,Yes,No,73.7,32.0,0.49,Reality,Evening,Smart TV,6.0,No,0.7,Premium,0.0,Upgraded,OTT_PLATFORM
SUB-08298,27.0,Female,49.0,EMEA,Debit Card,0.0,10.0,6.32,65.0,63.83,0,Yes,15.0,Football,No,HD,24.0,29.12,5.88,0.25,698.8,371.59,327.21,Football,single,Yes,No,Regular,Action,15.17951533305586,0.0,15.0,142.0,High,Yes,Referral,Consideration,9102.098028,0.1266142143,0.06397485496,7.615064634,2946.0,162.71,Yes,Yes,97.1,43.0,0.27,Reality,Evening,Smart TV,2.0,No,0.27,Family,0.0,Downgraded,OTT_PLATFORM
SUB-08299,31.0,Male,59.0,APAC,Credit Card,3.0,10.0,7.0,227.0,€62.82,0,Yes,6.0,Tennis,No,HD,18.0,11.03,5.3,0.33,198.5,214.51,-16.01,Football,single,Yes,No,Regular,Action,6.799764323620369,0.0,19.0,58.0,Medium,Yes,Email,Conversion,9318.266208,0.2009380385,0.04325469735,6.186561212,2105.0,153.36,No,No,79.3,18.0,0.24,Comedy,Evening,Tablet,2.0,Yes,0.45,Family,3.0,Upgraded,OTT_PLATFORM
SUB-08300,29.0,Male,39.0,AMER,Debit Card,2.0,9.0,19.88,223.0,61.72,0,No,0.0,Not Applicable,No,HD,19.0,4.57,4.63,0.21,86.9,26.97,59.93,Football,single,Yes,No,Regular,Strategy,3.690662474752904,1.0,3.0,12.0,Low,No,Social Media,Retention,6501.22071,0.04753544564,0.1368736353,13.75309581,2390.0,241.31,No,No,158.1,65.0,0.71,Drama,Afternoon,Mobile,1.0,No,0.72,Family,0.0,Downgraded,OTT_PLATFORM
SUB-08301,46.0,Male,52.45,EMEA,PayPal,4.1,0.93,4.87,80.77,35.84,0,No,0.0,Not Applicable,No,HDR,21.82,38.6,5.31,0.45,887.99,705.01,3.58,Football,single,Yes,No,Regular,Action,8.06,-0.0,11.14,45.73,Medium,Yes,e-mail,Conversion,939.73,0.11,0.16,5.9,3030.38,270.26,Yes,No,187.23,76.69,0.12,Thriller,Evening,Mobile,1.08,No,0.39,Family,2.01,Upgraded,OTT_PLATFORM
SUB-08302,69.0,Female,5.87,EMEA,Debit Card,0.0,3.9,6.91,239.03,34.01,0,Yes,19.73,Cricket,Yes,4K,18.27,84.42,5.5,0.33,1781.87,782.51,694.94,Football,single,Yes,No,Regular,Action,13.16,0.03,14.16,130.84,High,Yes,SEO,Conversion,4904.47,0.27,0.09,1.71,201.97,102.06,No,No,98.17,16.16,0.38,Kids,Evening,Mobile,1.92,No,0.97,Standard,0.99,Upgraded,OTT_PLATFORM
SUB-08303,44.0,Female,14.0,LATAM,Credit Card,0.0,6.0,5.04,81.0,42.07,0,Yes,9.0,Football,No,4K,19.0,40.39,2.98,0.53,767.5,459.54,307.96,Football,single,Yes,No,Regular,Action,3.4258485756143253,0.0,15.0,37.0,Low,No,Referral,Conversion,2281.078251,0.06068705331,0.01502025127,3.172570637,2810.0,76.43,Yes,No,84.9,68.0,0.65,Reality,Afternoon,Smart TV,5.0,Yes,0.44,Standard,0.0,No Change,OTT_PLATFORM
SUB-08304,44.0,Female,18.0,APAC,PayPal,1.0,2.0,6.58,225.0,33.34,0,No,0.0,Not Applicable,No,HD,36.0,14.6,5.82,0.36,525.65,559.22,-33.57,Football,single,Yes,Yes,Regular,RPG,17.336274246696195,1.0,1.0,109.0,Low,No,PPC,Awareness,644.6357784,0.2926840264,0.07440464534,3.869593697,679.0,33.54,No,No,147.5,10.0,0.74,Drama,Afternoon,Mobile,2.0,No,0.83,Standard,0.0,Downgraded,OTT_PLATFORM
SUB-08305,47.0,Male,20.0,APAC,PayPal,2.0,5.0,7.48,51.0,38.78,0,No,0.0,Not Applicable,No,HD,19.0,45.86,4.9,0.32,871.3,355.98,515.32,Football,single,Yes,No,Regular,Sports,2.20130497941239,0.0,16.0,47.0,Medium,Yes,email,Conversion,6592.689616,0.2661287881,0.1519108409,4.573706952,4729.0,26.37,Yes,No,170.4,18.0,0.05,Comedy,Evening,Smart TV,3.0,Yes,0.09,Standard,0.0,No Change,OTT_PLATFORM
SUB-08306,25.0,Female,27.0,AMER,Credit Card,0.0,2.0,11.72,88.0,39.17,1,Yes,16.0,Football,Yes,HD,11.0,81.9,4.27,0.27,900.95,361.04,539.91,Football,single,Yes,No,Casual,RPG,8.081986965869117,0.0,3.0,19.0,Low,No,EMAIL,Conversion,5918.731737,0.2366012926,0.1979818034,13.78927461,2542.0,120.58,No,No,46.0,30.0,1.0,Reality,Morning,Mobile,5.0,No,0.55,Premium,0.0,No Change,OTT_PLATFORM
SUB-08307,54.0,Male,24.0,APAC,PayPal,2.0,5.0,7.83,79.0,41.31,0,No,0.0,Not Applicable,No,HD,25.0,154.84,6.33,0.36,3871.1,4662.8,-791.7,Football,single,Yes,No,Regular,Strategy,14.17681750065426,0.0,11.0,164.0,High,Yes,social media,Awareness,5036.734206,0.1484319975,0.08561862963,7.875713522,284.0,30.87,Yes,Yes,149.8,43.0,0.82,Reality,Late Night,Smart TV,3.0,No,0.22,Family,0.0,No Change,OTT_PLATFORM
SUB-08308,,Female,39.33,EMEA,Credit Card,4.03,,17.94,,57.69,1,Yes,18.92,Tennis,No,HD,21.29,50.68,3.86,0.51,961.47,1040.93,0.0,Football,single,Yes,No,Regular,Simulation,9.8,0.01,7.28,106.78,Low,No,EMAIL,Conversion,3790.08,0.25,0.13,6.31,104.82,190.34,Yes,No,,41.7,0.87,Reality,Afternoon,Smart TV,2.88,No,0.75,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-08309,46.0,Male,22.0,LATAM,PayPal,3.0,1.0,18.97,322.0,35.42,0,Yes,1.0,Football,No,4K,15.0,768.11,6.81,0.07,11521.65,1196.48,10325.17,Football,single,Yes,Yes,Regular,RPG,20.478651853397064,0.0,11.0,135.0,High,Yes,social media,Awareness,2898.284146,0.1147688554,0.1813626803,3.179811773,4309.0,97.52,No,No,88.8,75.0,0.73,Thriller,Evening,Smart TV,2.0,No,0.01,Standard,1.0,No Change,OTT_PLATFORM
SUB-08310,45.0,Female,20.86,LATAM,Credit Card,1.03,10.09,16.58,190.61,58.84,0,No,0.18,Not Applicable,No,SD,21.85,34.98,3.47,0.41,548.69,540.44,508.31,Football,single,Yes,No,Regular,Action,16.39,-0.0,16.41,168.36,High,Yes,Email,Consideration,6895.61,0.29,0.17,11.53,925.82,200.93,Yes,No,157.17,44.79,0.34,Documentary,Late Night,Mobile,4.02,No,0.88,Premium,0.07,No Change,OTT_PLATFORM
SUB-08311,35.0,Female,43.0,LATAM,Debit Card,5.0,5.925,7.94,176.0,32.49,0,No,0.0,Not Applicable,No,HD,27.0,32.84,5.14,0.44,886.7,1411.13,-524.43,Football,single,Yes,Yes,Regular,Sports,12.733212723439568,0.0,0.0,61.0,Low,No,EMAIL,Consideration,157.62503,0.06239739956,0.03744456634,5.761875285,3027.0,231.94,Yes,Yes,194.4,3.0,0.14,Comedy,Late Night,Tablet,5.0,No,0.93,Premium,0.0,Downgraded,OTT_PLATFORM
SUB-08312,59.0,Male,27.0,EMEA,Credit Card,1.0,9.0,16.36,119.0,57.24,0,Yes,19.0,Football,No,4K,19.0,42.39,5.25,0.26,805.4,322.44,482.96,Football,single,Yes,No,Regular,Sports,20.18749756639492,0.0,18.0,111.0,High,Yes,Social_Media,Conversion,743.2420305,0.09274382262,0.1986457475,8.3100417,1135.0,46.07,Yes,Yes,18.6,55.0,0.49,Drama,Evening,Smart TV,2.0,No,0.29,Standard,0.0,No Change,OTT_PLATFORM
SUB-08313,43.0,Female,24.0,LATAM,Credit Card,3.0,2.0,5.62,269.0,31.88,1,Yes,13.0,Football,No,4K,24.0,33.96,7.4,0.25,815.05,174.16,640.89,Football,single,Yes,No,Regular,Simulation,3.638058866974137,0.0,19.0,61.0,Medium,Yes,SEO,Awareness,2583.691993,0.2575380098,0.09834000882,2.3099849,62.0,72.53,Yes,Yes,9.5,14.0,0.34,Drama,Evening,Smart TV,3.0,No,0.94,Family,0.0,No Change,OTT_PLATFORM
SUB-08314,30.0,Male,16.0,EMEA,Credit Card,3.0,1.0,11.5,232.0,31.3,0,Yes,18.0,F1,Yes,HDR,23.0,168.9,3.67,0.39,3884.75,3869.51,15.24,Football,single,Yes,No,Regular,Action,1.3608796074123122,0.0,1.0,47.0,Low,No,Email,Awareness,9878.516931,0.07733665977,0.01118706605,9.723894935,2315.0,39.82,Yes,No,106.0,9.0,0.73,Thriller,Evening,Tablet,4.0,No,0.91,Premium,0.0,No Change,OTT_PLATFORM
SUB-08315,58.0,Male,52.0,APAC,Debit Card,3.03,5.925,10.09,102.4,60.27,0,No,0.0,Not Applicable,No,HD,13.13,144.67,4.51,0.31,1690.08,1874.3,188.87,Football,single,Yes,No,Casual,Strategy,24.06,0.0,7.8,119.65,Medium,Yes,Email,Consideration,1216.31,0.11,0.14,7.82,1037.13,159.37,Yes,Yes,127.85,55.51,0.74,Documentary,Late Night,Smart TV,4.07,No,0.16,Standard,0.02,No Change,OTT_PLATFORM
SUB-08316,55.0,Male,54.02,LATAM,PayPal,0.02,8.89,6.71,321.17,62.33,0,Yes,18.83,Tennis,Yes,HD,22.12,38.9,5.85,0.32,807.0,779.92,0.0,Football,single,Yes,No,Regular,Action,3.06,1.01,16.45,62.01,Medium,Yes,SOCIAL MEDIA,Retention,4838.73,0.26,0.02,11.81,301.32,342.99,Yes,Yes,91.23,49.68,0.33,Drama,Late Night,Smart TV,4.91,No,0.73,Premium,0.0,No Change,OTT_PLATFORM
SUB-08317,27.0,Male,45.0,AMER,Debit Card,0.0,5.925,14.85,307.0,53.02,1,Yes,8.0,F1,Yes,SD,20.0,39.01,3.8,0.35,780.2,395.93,384.27,Football,single,Yes,No,Regular,Action,5.142628979510668,0.0,9.0,139.0,Medium,Yes,Email,Retention,1267.253233,0.09922483596,0.1877780211,12.32231652,406.0,338.78,Yes,Yes,37.8,22.0,0.32,Documentary,Evening,Smart TV,5.0,No,0.19,Premium,0.0,Downgraded,OTT_PLATFORM
SUB-08318,54.0,Male,12.0,LATAM,Credit Card,1.0,2.0,10.05,105.0,32.5,0,No,0.0,Not Applicable,No,HD,20.0,224.04,5.29,0.4,4480.7,5618.39,-1137.69,Football,single,Yes,No,Regular,Simulation,7.758938497983656,0.0,18.0,51.0,Medium,Yes,PPC,Conversion,6140.692085,0.2905087705,0.06143079612,14.94616549,902.0,52.9,Yes,No,213.2,70.0,0.89,Thriller,Evening,Smart TV,1.0,Yes,0.9,Standard,0.0,No Change,OTT_PLATFORM
SUB-08319,53.0,Male,5.63,APAC,PayPal,2.01,6.83,18.73,303.68,45.66,0,No,0.0,Not Applicable,No,HD,19.96,333.83,5.18,0.4,6323.46,6253.58,0.0,Football,single,Yes,No,Regular,Simulation,9.13,0.0,13.07,54.04,Medium,Yes,Email,Retention,9441.15,0.11,0.04,3.76,3810.85,20.07,Yes,No,131.6,68.12,0.69,Documentary,Afternoon,Mobile,2.99,Yes,0.16,Premium,0.04,No Change,OTT_PLATFORM
SUB-08320,,Female,4.0,APAC,Credit Card,0.0,,17.67,,44.88,0,No,0.0,Not Applicable,No,4K,19.0,5.31,3.73,0.42,100.95,120.39,-19.44,Football,single,Yes,No,Regular,Strategy,21.376692415144653,1.0,1.0,135.0,Low,No,Referral,Consideration,5447.118134,0.2027502977,0.04455057476,9.936703391,1138.0,215.68,No,No,,49.0,0.67,Reality,Late Night,Smart TV,2.0,Yes,0.65,Standard,0.0,No Change,OTT_PLATFORM
SUB-08321,64.0,Female,17.9,EMEA,PayPal,3.07,7.18,6.51,9.43,43.97,0,Yes,2.53,Basketball,No,HD,26.62,204.68,3.46,0.62,5307.17,7806.05,0.0,Football,single,Yes,Yes,Regular,Sports,6.35,0.0,12.93,33.26,Medium,Yes,Social Media,Awareness,823.27,0.12,0.19,2.23,2636.0,363.76,Yes,No,89.69,30.19,0.62,Reality,Evening,Desktop,5.05,Yes,0.58,Standard,0.02,No Change,OTT_PLATFORM
SUB-08322,66.0,Female,56.38,EMEA,Credit Card,0.96,3.87,18.21,162.03,55.34,0,No,0.01,Not Applicable,No,HD,10.11,229.45,2.85,0.5,2340.39,1998.86,5.78,Football,single,Yes,No,Casual,Strategy,17.77,0.01,18.99,152.82,High,Yes,SEO,Conversion,4944.5,0.22,0.06,9.42,3446.43,116.38,No,No,240.35,18.84,0.67,Drama,Evening,Smart TV,4.88,No,0.84,Premium,0.0,Upgraded,OTT_PLATFORM
SUB-08323,54.0,Male,19.68,LATAM,Credit Card,1.07,2.1,16.77,303.11,36.82,1,Yes,5.59,Cricket,No,HDR,18.06,71.96,5.75,0.22,1424.58,558.37,882.59,Football,single,Yes,No,Regular,Strategy,15.75,0.01,14.08,25.35,Medium,Yes,Email,Conversion,8668.35,0.22,0.09,6.72,2982.52,248.46,No,Yes,11.7,64.98,0.88,Kids,Evening,Smart TV,2.05,No,0.47,Premium,0.0,No Change,OTT_PLATFORM
SUB-08324,44.0,Male,17.0,EMEA,PayPal,4.0,7.0,16.79,82.0,45.11,0,No,0.0,Not Applicable,No,HDR,22.0,358.23,6.42,0.41,7881.1,7268.38,612.72,Football,multiple,Yes,Yes,Regular,Action,7.271695211321167,0.0,0.0,26.0,Low,No,SEO ,Consideration,5044.919058,0.260940052,0.048588036,13.83435357,4691.0,433.64,No,No,199.9,10.0,0.77,Reality,Late Night,Mobile,3.0,No,0.23,Basic,0.0,No Change,OTT_PLATFORM
SUB-08325,62.0,Female,2.0,AMER,Credit Card,2.0,10.0,19.3,114.0,53.06,0,Yes,8.0,Football,No,HD,23.0,78.93,5.3,0.35,1815.35,1290.91,524.44,Football,single,Yes,No,Regular,Sports,14.526721474942931,0.0,17.0,22.0,Low,No,SOCIAL MEDIA,Consideration,9928.237605,0.253122072,0.09280715154,11.63992631,431.0,132.29,Yes,No,108.2,68.0,0.14,News,Evening,Mobile,6.0,No,0.85,Basic,0.0,No Change,OTT_PLATFORM
SUB-08326,39.0,Female,54.81,EMEA,Credit Card,0.0,7.8,14.23,226.88,63.78,1,Yes,17.51,Football,No,4K,22.74,323.31,3.88,0.29,7533.79,6923.01,586.72,Football,single,Yes,No,Regular,Simulation,7.21,0.01,7.93,114.49,Medium,Yes,Seo,Conversion,717.01,0.09,0.13,10.63,3895.35,442.42,Yes,Yes,10.94,10.63,0.52,Drama,Evening,Mobile,4.1,No,0.38,Basic,0.97,No Change,OTT_PLATFORM
SUB-08327,34.0,Male,15.0,EMEA,Debit Card,0.0,5.925,19.2,122.0,47.26,0,No,0.0,Not Applicable,No,HD,12.0,394.98,2.62,0.5,4739.75,5429.18,-689.43,Football,single,Yes,Yes,Casual,Action,16.317381952726755,1.0,0.0,108.0,Low,No,Referral,Retention,5978.512621,0.06241617559,0.09145542992,1.383586671,785.0,354.22,Yes,No,226.8,32.0,0.47,Thriller,Late Night,Smart TV,5.0,No,0.32,Standard,0.0,No Change,OTT_PLATFORM
SUB-08328,28.0,Female,45.78,LATAM,Debit Card,1.97,2.88,10.02,289.3,42.73,1,Yes,4.83,F1,No,HD,22.06,167.24,5.24,0.31,3744.29,2266.48,1576.38,Football,single,Yes,No,Regular,Strategy,17.65,0.0,18.77,84.76,Low,No,SEO,Consideration,6931.52,0.13,0.1,11.66,3657.29,193.52,Yes,No,2.03,67.87,0.71,Documentary,Morning,Smart TV,5.92,Yes,0.26,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-08329,44.0,Female,13.09,LATAM,Debit Card,0.0,2.9,18.46,73.55,38.51,1,Yes,16.11,Football,No,4K,17.49,319.31,4.05,0.28,6000.18,2796.85,3510.94,Football,multiple,Yes,No,Regular,RPG,23.79,0.01,16.35,103.24,High,Yes,Social Media,Consideration,5176.28,0.07,0.17,7.34,4865.83,406.07,Yes,No,28.2,60.56,0.13,News,Evening,Desktop,5.82,Yes,0.66,Standard,2.01,No Change,OTT_PLATFORM
SUB-08330,27.0,Male,6.0,LATAM,Credit Card,4.0,10.0,5.9,40.0,45.67,0,No,0.0,Not Applicable,No,4K,27.0,77.06,3.44,0.41,2080.55,1719.99,360.56,Football,single,Yes,Yes,Regular,Simulation,19.979092118554707,1.0,2.0,100.0,Medium,Yes,Seo,Consideration,7914.490271,0.2727929875,0.03119450039,4.727601401,4267.0,18.99,No,No,131.2,15.0,0.22,Comedy,Afternoon,Console,6.0,Yes,0.27,Premium,3.0,Downgraded,OTT_PLATFORM
SUB-08331,30.0,Female,24.0,AMER,PayPal,2.0,7.0,11.35,308.0,48.13,0,No,0.0,Not Applicable,No,HDR,18.0,170.78,4.46,0.44,3074.05,2497.39,576.66,Football,single,Yes,No,Regular,Simulation,22.41936383514659,0.0,7.0,166.0,Medium,Yes,seo,Consideration,1312.844928,0.1705112159,0.05693782964,7.838464338,1117.0,73.77,No,Yes,221.1,35.0,0.94,Drama,Evening,Smart TV,1.0,No,0.84,Premium,3.0,No Change,OTT_PLATFORM
SUB-08332,66.0,Female,7.47,LATAM,Credit Card,2.99,4.0,14.58,78.45,€35.52,0,Yes,6.34,F1,Yes,HDR,20.61,34.49,4.4,0.24,813.33,979.31,0.0,Football,single,Yes,No,Regular,Simulation,21.12,0.0,0.43,111.91,Low,No,Social Media,Consideration,592.7,0.23,0.05,12.17,147.87,170.59,No,No,97.05,72.93,0.66,Documentary,Afternoon,Console,0.98,Yes,0.83,Premium,0.02,No Change,OTT_PLATFORM
SUB-08333,18.0,Male,29.0,EMEA,PayPal,5.0,2.0,5.3,20.0,29.67,0,No,0.0,Not Applicable,No,4K,14.0,172.59,2.83,0.5,2416.2,2782.43,-366.23,Football,single,Yes,No,Casual,Sports,13.98217887098478,0.0,3.0,136.0,Medium,Yes,Email,Retention,7240.058263,0.09728931783,0.1296127287,7.398033058,4022.0,13.0,Yes,No,167.8,73.0,0.46,Kids,Afternoon,Smart TV,6.0,Yes,0.42,Premium,1.0,No Change,OTT_PLATFORM
SUB-08334,60.0,Male,23.0,AMER,PayPal,2.0,1.0,14.05,48.0,35.52,0,No,0.0,Not Applicable,No,4K,28.0,219.55,5.39,0.29,6147.45,5312.17,835.28,Football,single,Yes,Yes,Regular,Sports,8.758663714347847,0.0,18.0,71.0,Medium,Yes,Social Media,Retention,3142.869755,0.1301546649,0.05270541263,14.34974608,292.0,442.12,Yes,No,163.0,55.0,0.16,Documentary,Evening,Tablet,4.0,No,0.8,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-08335,28.0,Female,26.0,LATAM,Credit Card,1.0,8.0,13.15,285.0,€54.06,0,No,0.0,Not Applicable,No,4K,19.0,32.11,4.61,0.37,610.1,399.55,210.55,Football,single,Yes,No,Regular,RPG,23.61890031935928,1.0,0.0,10.0,Low,No,SEO,Consideration,3215.80958,0.1420884395,0.177830586,10.70011244,3616.0,427.77,No,No,232.9,10.0,0.44,Reality,Morning,Desktop,1.0,No,0.0,Premium,1.0,Downgraded,OTT_PLATFORM
SUB-08336,54.0,Female,18.92,EMEA,PayPal,3.92,7.18,14.51,265.25,47.39,0,Yes,10.67,Football,Yes,4K,15.73,55.53,4.86,0.5,1117.37,1409.38,0.0,Football,multiple,Yes,No,Regular,Simulation,2.75,0.0,8.47,146.17,Medium,Yes,Referral,Conversion,4663.83,0.12,0.03,4.37,2320.86,78.42,No,Yes,53.77,9.69,0.49,Comedy,Evening,Smart TV,2.91,No,0.73,Family,-0.0,No Change,OTT_PLATFORM
SUB-08337,44.0,Female,1.0,LATAM,Credit Card,0.0,4.0,9.63,71.0,32.03,0,Yes,8.0,Football,No,HD,24.0,37.68,5.63,0.42,904.4,746.54,157.86,Football,single,Yes,No,Regular,RPG,12.819490400246146,0.0,1.0,54.0,Low,No,PPC,Retention,7555.065923,0.2402346693,0.1421090026,9.185007437,3139.0,360.85,No,No,84.6,14.0,0.32,Drama,Evening,Smart TV,5.0,No,0.12,Standard,0.0,Downgraded,OTT_PLATFORM
SUB-08338,23.0,Male,32.0,LATAM,Credit Card,0.0,8.0,16.74,347.0,56.53,0,No,0.0,Not Applicable,No,4K,23.0,79.11,5.27,0.48,1819.6,2241.12,-421.52,Football,single,Yes,No,Regular,Sports,18.114786538000843,0.0,12.0,112.0,Medium,Yes,Social Media,Awareness,1940.686668,0.152520277,0.1585806804,6.394480798,1347.0,66.78,No,No,126.0,36.0,0.99,Documentary,Afternoon,Mobile,1.0,No,0.25,Standard,1.0,Upgraded,OTT_PLATFORM
SUB-08339,26.0,Male,35.0,LATAM,PayPal,5.0,10.0,14.83,240.0,58.2,0,No,0.0,Not Applicable,No,4K,21.0,730.43,2.81,0.38,15338.95,12698.83,2640.12,Football,single,Yes,Yes,Regular,Simulation,8.045258563783555,0.0,15.0,35.0,Medium,Yes,Email,Awareness,2274.416115,0.1023880414,0.08348329808,1.59215956,4872.0,145.45,Yes,No,113.3,21.0,0.34,News,Evening,Tablet,4.0,No,0.8,Basic,0.0,No Change,OTT_PLATFORM
SUB-08340,,Male,26.0,APAC,PayPal,3.0,,15.86,,42.44,0,No,0.0,Not Applicable,No,HD,26.0,14.36,4.26,0.27,373.45,117.0,256.45,Football,single,Yes,No,Regular,Strategy,19.295549556143136,0.0,1.0,96.0,Low,No,Referral,Consideration,7954.343543,0.08308548465,0.0701910824,14.55964124,1795.0,438.37,No,No,,58.0,0.94,Reality,Late Night,Smart TV,3.0,No,0.88,Basic,0.0,No Change,OTT_PLATFORM
SUB-08341,33.0,Female,42.94,LATAM,PayPal,0.01,9.06,14.27,149.37,60.1,0,No,0.05,Not Applicable,No,HD,17.95,73.2,4.71,0.44,1299.65,834.88,334.63,Football,single,Yes,No,Regular,Strategy,3.54,0.0,6.85,167.84,Medium,Yes,Social Media,Conversion,9295.92,0.26,0.14,2.02,4961.06,289.85,Yes,No,235.5,5.91,0.55,Documentary,Afternoon,Console,4.92,Yes,0.05,Family,-0.0,Downgraded,OTT_PLATFORM
SUB-08342,,Male,17.0,EMEA,Credit Card,0.0,,12.34,,56.54,0,Yes,1.0,Cricket,No,4K,18.0,193.67,4.11,0.39,3486.0,3094.58,391.42,Football,single,Yes,No,Regular,Strategy,20.614601920612905,0.0,10.0,73.0,Medium,Yes,Social Media,Consideration,9001.316015,0.05983746646,0.03979491115,11.76843299,559.0,331.04,No,No,,8.0,0.14,Reality,Morning,Smart TV,6.0,No,0.76,Standard,0.0,No Change,OTT_PLATFORM
SUB-08343,33.0,Female,10.29,LATAM,Debit Card,3.03,9.09,14.5,115.45,50.55,0,Yes,6.35,Tennis,Yes,4K,17.08,8.66,3.97,0.47,169.11,0.0,0.0,Tennis,single,Yes,No,Regular,Simulation,19.32,0.0,17.26,38.01,Medium,Yes,SEO,Awareness,8250.25,0.28,0.15,4.08,4286.3,424.07,Yes,Yes,102.57,5.27,0.55,News,Late Night,Mobile,4.92,Yes,0.26,Family,0.0,No Change,OTT_PLATFORM
SUB-08344,26.0,Female,8.0,LATAM,Debit Card,2.0,2.0,8.3,149.0,30.11,0,No,0.0,Not Applicable,No,HD,25.0,177.87,2.61,0.44,4446.85,3584.2,862.65,Football,single,Yes,No,Regular,Sports,0.930059585760242,0.0,17.0,175.0,High,Yes,Social Media,Awareness,692.4871783,0.2721976953,0.04533752992,3.48234578,2086.0,385.13,Yes,Yes,158.0,9.0,0.9,Reality,Evening,Mobile,6.0,Yes,0.31,Standard,0.0,Downgraded,OTT_PLATFORM
SUB-08345,66.0,Female,31.0,AMER,PayPal,0.0,5.0,10.1,313.0,44.63,1,Yes,18.0,Tennis,Yes,HDR,22.0,151.27,5.06,0.5,3327.95,3943.56,-615.61,Football,single,Yes,No,Regular,Sports,2.1185021680792167,0.0,7.0,87.0,Medium,Yes,Social_Media,Consideration,7188.729026,0.1793077037,0.1188251825,3.980105469,681.0,351.38,Yes,No,43.6,66.0,0.74,News,Afternoon,Mobile,5.0,No,0.8,Premium,0.0,Downgraded,OTT_PLATFORM
SUB-08346,60.0,Male,11.0,AMER,PayPal,1.0,8.0,17.8,305.0,€52.05,0,No,0.0,Not Applicable,No,4K,18.0,80.18,4.42,0.17,1443.25,334.37,1108.88,Football,single,Yes,No,Regular,Strategy,22.137054571665143,0.0,18.0,26.0,Medium,Yes,Referral,Awareness,807.258976,0.2918025584,0.1840493745,2.76417337,599.0,294.65,Yes,No,129.8,71.0,0.5,Drama,Evening,Smart TV,3.0,No,0.82,Premium,0.0,Upgraded,OTT_PLATFORM
SUB-08347,22.0,Female,10.0,LATAM,Credit Card,2.0,5.0,13.02,170.0,40.31,0,No,0.0,Not Applicable,No,4K,17.0,12.36,6.19,0.41,210.05,183.91,26.14,Football,single,Yes,No,Regular,Action,19.115560164515337,0.0,5.0,86.0,Medium,Yes,SEO,Retention,3832.496581,0.19595649,0.07759050763,11.90218326,2795.0,381.26,Yes,Yes,178.8,31.0,0.4,Comedy,Evening,Mobile,2.0,Yes,0.73,Family,0.0,Downgraded,OTT_PLATFORM
SUB-08348,49.0,Female,0.8,AMER,Credit Card,1.08,1.03,5.96,233.77,23.83,1,Yes,4.67,Football,Yes,HD,22.83,80.69,6.54,0.3,1796.41,1512.93,698.55,Football,single,Yes,No,Regular,RPG,14.47,0.97,10.21,62.59,Medium,Yes,email,Consideration,8212.42,0.05,0.19,12.47,3533.22,285.06,Yes,No,20.6,49.89,0.52,Drama,Evening,Smart TV,5.06,No,0.18,Standard,0.06,Downgraded,OTT_PLATFORM
SUB-08349,51.0,Male,53.09,APAC,Credit Card,1.0,1.09,8.31,82.02,39.9,0,No,0.0,Not Applicable,No,HD,19.72,24.16,3.66,0.25,529.53,679.39,374.98,Football,single,Yes,No,Regular,Strategy,0.11,0.0,16.03,82.44,High,Yes,Email,Awareness,4157.41,0.27,0.15,4.66,925.4,214.13,Yes,No,182.13,3.67,0.18,Thriller,Late Night,Console,1.88,No,0.37,Family,0.0,Upgraded,OTT_PLATFORM
